# Tracker Misalignments from MisalignTracker.C, parameters:
# twist 0.001 rad
# parallelogram angle 0.001 rad
# zsqueeze 1 mm
# rsqueeze 0.5 mm
# trackerangle 0.001 rad
# trackerpos 5 mm
# planeangle = 0.001 rad
# planepos = 1 mm
# panelangle = 0.0001 rad
# panelposv = 0.1 mm
# panelposw = 0.2 mm
# wiredV = 0.05 mm
# wiredW = 0.075 mm
# twistval = -0.000701062 rad
# xparallelval = -2.28864e-05 mm
# yparallelval = 0.000784431 mm
# zsqueezeval = 0.0373737 mm
# rsqueezeval = 0.0831656 mm

#
#
#
TABLE TrkAlignTracker
#row, strawid, dx, dy, dz, rx, ry, rz
3562, 6_1_10, -0.0116993, -0.0105491, 0.000472445, 0.158397, -0.0163914, 0.0152922, -0.0225404, 0.116968
3563, 6_1_11, -0.0328593, 0.135617, 0.0681619, -0.15054, 0.0470006, -0.0185459, -0.0190669, -0.041116
3564, 6_1_12, 0.0555037, 0.0413754, -0.0634082, -0.0178023, -0.0188467, 0.0689352, 0.00948742, -0.0384505
3565, 6_1_13, 0.0475938, -0.0619761, -0.0367536, 0.0703598, -0.0818507, -0.0629978, 0.00351206, 0.0244705
3566, 6_1_14, -0.00647574, 0.052644, -0.0378388, 0.0434477, -0.0297053, -0.0210168, -0.0613461, -0.060192
3567, 6_1_15, -0.0795355, 0.0208565, 0.0615161, -0.00254308, 0.0375157, 0.00980431, -0.058421, -0.169656
3568, 6_1_16, -0.0689894, -0.0797422, -0.0513091, -0.0203232, 0.112686, 0.0108078, -0.0505826, -0.0553087
3569, 6_1_17, 0.00797224, 0.057017, -0.0612806, 0.036676, -0.0699703, -0.00456325, -0.00810613, -0.0221383
3570, 6_1_18, 0.00978536, 0.132678, -0.0751687, 0.183754, -0.0457633, 0.124081, 0.0329391, 0.0939302
3571, 6_1_19, 0.0575203, 0.0106481, -0.00383113, -0.0993665, 0.0226526, -0.00875068, 0.0284651, -0.0974396
3572, 6_1_20, 0.00583058, 0.0139222, 0.0963752, -0.0329688, 0.0903416, 0.0426541, -0.0235009, 0.0716285
3573, 6_1_21, 0.00941561, 0.10374, -0.0255733, -0.0457331, -0.0367668, 0.112852, -0.0204301, -0.130843
3574, 6_1_22, 0.0114886, 0.026572, -0.0705449, -0.0213961, -0.0437014, -0.0666597, 0.023535, -0.00198715
3575, 6_1_23, 0.0143564, -0.00847344, -0.0103575, -0.0467701, -0.00087587, -0.0824364, 0.0581253, -0.0169737
3576, 6_1_24, 0.0178039, -0.0230128, 0.0519174, 0.0596802, 0.0382641, -0.0141915, 0.0498691, 0.0366298
3577, 6_1_25, 0.0543858, -0.0900793, 0.035179, 0.0189874, -0.0400831, 0.103164, -0.0458994, -0.0205551
3578, 6_1_26, -0.112389, 0.0252938, 0.0457095, -0.0611935, 0.0400761, -0.0711579, -0.00622006, 0.0203901
3579, 6_1_27, 0.0639338, -0.0248128, 0.0839901, -0.030382, 0.0111997, -0.0189097, 0.0430444, 0.000840376
3580, 6_1_28, -0.0507944, 0.104853, -0.0695233, -0.0430397, 0.0749753, -0.0571952, 0.02041, 0.0793509
3581, 6_1_29, -0.137799, 0.0345865, 0.0472583, -0.0979396, -0.0407284, -0.0468575, -0.0226801, -0.0886479
3582, 6_1_30, 0.0306084, 0.041478, -0.0081472, -0.0334995, 0.0504347, 0.0307448, -0.0167986, -0.0471841
3583, 6_1_31, 0.0262555, 0.123394, 0.00120489, 0.0489107, -0.0538236, -0.090425, -0.0506701, -0.0284611
3584, 6_1_32, -0.0194318, -0.0501071, -0.0487085, 0.128027, -0.0161329, 0.0312422, 0.0109525, -0.0182315
3585, 6_1_33, -0.0385364, -0.124671, 0.0281516, 0.00644506, -0.0497115, -0.136079, -0.102163, 0.00436663
3586, 6_1_34, -0.0494627, -0.0383805, 0.0620763, 0.0356827, -0.0119221, -0.118002, 0.0628097, 0.00473005
3587, 6_1_35, -0.00833562, -0.030189, -0.114693, -0.100302, -0.0891365, 0.040397, -0.0226825, 0.0353342
3588, 6_1_36, -0.021195, 0.170229, 0.101299, -0.0873176, -0.0505019, -0.0302279, -0.0313114, -0.0275597
3589, 6_1_37, 0.0463739, 0.0306777, -0.0160871, 0.00845063, 0.0851337, 0.08352, -1.4683e-05, 0.00635959
3590, 6_1_38, -0.0299105, -0.0969195, 0.0109818, -0.0659569, -0.083037, 0.0614361, -0.051119, 0.042087
3591, 6_1_39, 0.0518967, -0.0266922, -0.023586, 0.0288907, 0.0291489, 0.0342503, 0.0560725, -0.00613605
3592, 6_1_40, -0.0558782, 0.0697215, -0.074114, -0.0250956, -0.00016372, -0.021956, -0.0525519, 0.0113293
3593, 6_1_41, -0.105363, 0.0130357, 0.0893304, -0.0444372, -0.00920021, -0.142796, -0.0593114, -0.169803
3594, 6_1_42, -0.0571204, 0.03715, 0.0398787, -0.102639, -0.0336989, 0.0226351, 0.0185883, -0.13649
3595, 6_1_43, 0.0455699, -0.0031026, 0.0196387, 0.0422578, -0.0326826, 0.085318, -0.0029763, -0.036924
3596, 6_1_44, -0.00452451, -0.0663833, 0.0254011, -0.0513247, 0.0391188, -0.0109692, -0.0983304, -0.134001
3597, 6_1_45, 0.0332841, 0.0512618, -0.0306396, 0.0329818, 0.0256711, 0.0387473, -0.0314169, 0.129293
3598, 6_1_46, 0.0588426, -0.0657347, -0.0833835, 0.0263113, 0.0719596, -0.00109511, 0.0697508, 0.10122
3599, 6_1_47, 0.015837, 0.0422799, 0.0495399, -0.104605, -0.0711403, -0.00567315, 0.000201609, 0.0795892
3600, 6_1_48, -0.0255147, -0.209016, 0.0374302, -0.0575806, 0.035027, 0.0361372, 0.0602457, 0.0885911
3601, 6_1_49, 0.00660989, 0.0203477, 0.051157, -0.0396235, 0.0152364, -0.124338, -0.0146428, -0.0604355
3602, 6_1_50, -0.0882232, 0.0326468, 0.0284047, -0.0338322, 0.0145571, 0.221805, -2.35487e-05, -0.0290378
3603, 6_1_51, 0.00489383, 0.0917333, 0.0825933, -0.0397112, -0.041812, -0.0496176, 0.0588793, 0.00942066
3604, 6_1_52, 0.0958572, 0.00256253, -0.0249951, -0.00800958, 0.0350214, 0.136373, -0.0290154, 0.0354223
3605, 6_1_53, 0.0836117, -0.173984, -0.054262, 0.0315208, 0.0321332, -0.0546472, -0.0101012, -0.0118617
3606, 6_1_54, 0.0196969, -0.025909, -0.0686008, 0.0248885, -0.0607098, 0.0583352, 0.027986, -0.0100533
3607, 6_1_55, 0.0631725, 0.125476, -0.0320945, 0.0671874, 0.0796806, -0.0155654, 0.0627243, 0.076522
3608, 6_1_56, 0.00355145, 0.154569, -0.106176, -0.0207742, -0.0475154, -0.0492595, -0.0129546, -0.00772334
3609, 6_1_57, -0.0665639, 0.108259, -2.73714e-05, -0.0747342, -0.045443, -0.103738, 0.015829, 0.04302
3610, 6_1_58, 0.00753127, 0.120168, 0.0905645, -0.00641054, -0.0443525, -0.0899466, -0.1123, 0.00857797
3611, 6_1_59, -0.0409651, -0.00652027, 0.0394312, 0.0301973, 0.057502, -0.0300795, 0.00722955, -0.13389
3612, 6_1_60, 0.0408669, -0.0178208, -0.0259533, 0.0745542, -0.0170509, 0.123847, 0.0741943, 0.0939118
3613, 6_1_61, 0.0251699, -0.024362, -0.00183146, 0.00573352, 0.0151051, 0.0221523, -0.0223661, -0.1437
3614, 6_1_62, -0.0174725, 3.22854e-05, 0.0676417, 0.0439937, -0.00620799, 0.0788347, 0.0418007, -0.0134977
3615, 6_1_63, 0.0332706, 0.059303, 0.0117909, -0.0319333, -0.00121407, 0.0457411, 0.0529603, 0.0387642
3616, 6_1_64, 0.0165833, -0.0453348, -0.0348571, 0.0881926, -0.00533762, -0.0259203, 0.021532, -0.0156264
3617, 6_1_65, -0.0233421, -0.0288086, -0.0571654, -0.0454324, -0.0457557, 0.0342197, -0.022329, -0.118557
3618, 6_1_66, -0.0736047, 0.133221, -0.00103766, 0.0165526, 0.0255065, -0.0588741, 0.0337498, -0.0463888
3619, 6_1_67, -0.0235353, -0.106881, 0.012366, -0.00125983, -0.00311886, 0.101095, -0.0597095, -0.0389686
3620, 6_1_68, 0.00540971, 0.0927755, 0.0142203, -0.0917938, -0.0752445, 0.0583114, -0.00478569, -0.0143634
3621, 6_1_69, -0.0678167, -0.152146, -0.124789, 0.054078, 0.0317492, 0.0483938, 0.0457869, 0.00180621
3622, 6_1_70, 0.00815237, 0.028651, -0.0835827, 0.0312225, -0.0390304, 0.0261614, -0.058655, 0.0478519
3623, 6_1_71, 0.0147417, 0.0200052, -0.0744205, 0.0710024, 0.00551232, 0.0442566, 0.032849, 0.00462336
3624, 6_1_72, -0.0195856, 0.00764993, 0.02361, -0.0668364, -0.0551485, -0.0884519, -0.0956587, 0.0255498
3625, 6_1_73, 0.0670391, -0.129588, -0.00267353, 0.00983443, -0.0724406, 0.0218222, -0.0168945, 0.170518
3626, 6_1_74, -0.00353621, -0.0266155, -0.0387453, -0.00262291, 0.00893414, 0.0464483, -0.0593124, -0.101846
3627, 6_1_75, 0.0501789, -0.0904487, 0.0165304, -0.0759981, 0.0369346, -0.167752, 0.00470069, 0.0684263
3628, 6_1_76, 0.0452102, -0.143606, 0.00128448, 0.00217373, 0.0519397, 0.0270198, -0.0478759, 0.0149733
3629, 6_1_77, 0.0239256, 0.0432228, 0.0654086, 0.125169, -0.032394, 0.054302, -0.00029988, 0.140905
3630, 6_1_78, -0.0262155, 0.0260714, 0.036943, 0.0310472, -0.0489195, 0.0219711, 0.0994309, 0.0270461
3631, 6_1_79, -0.0700182, -0.0163073, 0.0197492, -0.0574202, 0.0294146, 0.000887328, -0.0823698, 0.000835506
3632, 6_1_80, 0.00916192, 0.0438774, 0.0564119, 0.123451, 0.0292931, 0.0127599, -0.0744947, 0.00243498
3633, 6_1_81, 0.0348654, -0.0122533, 0.024964, -0.0819059, 0.00185241, -0.00871796, 0.0518986, 0.0214829
3634, 6_1_82, 0.0943357, 0.153737, 0.0214009, 0.131057, -0.0591107, -0.0910547, -0.0270065, 0.0297733
3635, 6_1_83, -0.091535, 0.0431187, -0.0463895, 0.0112521, 0.0701501, 0.075501, -0.0720941, -0.0103416
3636, 6_1_84, -0.00301579, 0.119454, 0.0553184, 0.0384196, 0.07675, -0.0935655, 0.0393604, -0.110893
3637, 6_1_85, -4.73148e-05, 0.0700986, -0.118048, -0.013894, -0.0758659, 0.00929462, 0.0239763, 0.0434364
3638, 6_1_86, -0.0331357, -0.042864, -0.0274306, -0.0745037, 0.0188251, -0.0296225, 0.122952, -0.0478561
3639, 6_1_87, 0.015139, -0.101526, -0.0446736, -0.0569907, 0.0175733, -0.0912824, 0.0322691, -0.197726
3640, 6_1_88, 0.00528945, 0.00922994, 0.041654, -0.147181, -0.0514783, -0.102016, -0.0546908, 0.00460408
3641, 6_1_89, 0.0214518, 0.0430922, 0.0795765, -0.0809097, 0.00417356, 0.0484705, 0.0482394, 0.0675716
3642, 6_1_90, -0.00243627, -0.0174852, 0.103269, 0.132117, -0.0394179, 0.0612445, -0.0206671, -0.0894821
3643, 6_1_91, -0.0680477, 0.089754, 0.00831535, -0.00888908, 0.0159273, 0.0150027, -0.092134, -0.0801167
3644, 6_1_92, 0.0583702, -0.101994, 0.0351516, -0.0761945, -0.0461957, 0.146577, -0.0294359, 0.0832702
3645, 6_1_93, 0.0872565, -0.0775776, 0.0144086, -0.104999, -0.0319429, -0.0202978, -0.0621913, -0.0265459
3646, 6_1_94, 0.00161834, -0.0724627, -0.00491229, 0.00637065, 0.0177297, 0.0547519, 0.0586867, -0.0137356
3647, 6_1_95, 0.0143897, -0.202435, -0.0230312, -0.178958, 0.0203145, -0.0153716, 0.0187983, -0.0674334
3648, 6_2_0, 0.0226209, -0.108105, -0.0102841, -0.0524075, 0.0595926, 0.0684507, -0.0214655, 0.109581
3649, 6_2_1, 0.0075585, -0.262616, 0.0839528, -0.115631, -0.0147023, 0.0809971, -0.0169439, -0.183711
3650, 6_2_2, -0.0310404, -0.0936279, -0.0276231, -0.012032, -0.050697, 0.00995742, -0.0566451, 0.0711883
3651, 6_2_3, -0.0565155, -0.0251062, -0.048605, -0.0847927, -0.0235962, -0.165436, 0.00548739, 0.0627648
3652, 6_2_4, 0.00315866, -0.0339835, -0.00631854, 0.00173208, 0.0240629, 0.0120376, -0.0181818, 0.0775264
3653, 6_2_5, 0.0212312, -0.0787865, 0.094886, -0.0433959, 0.00897465, -0.0126498, -0.0789842, -0.0635575
3654, 6_2_6, 0.0534605, 0.0385399, 0.0060701, -0.101449, 0.0604379, -0.185312, 1.87136e-05, -0.00689644
3655, 6_2_7, -0.043308, 0.0123384, -0.0177689, -0.0181528, -0.0279891, 0.0198493, 0.0196353, -0.0113419
3656, 6_2_8, 0.0203923, -0.0279751, -0.167202, 0.0359495, -0.00691359, 0.00316067, -0.0123682, 0.0384128
3657, 6_2_9, 0.0368863, -0.0555465, -0.00158199, -0.165236, -0.076912, 0.0106262, 0.00036112, -0.0398205
3658, 6_2_10, -0.0637345, -0.0610606, 0.0463705, 0.0581202, -0.0942243, 0.105802, 0.0153602, -0.0073859
3659, 6_2_11, -0.101158, -0.0737505, -0.126481, -0.132004, -0.0587244, 0.0673064, -0.0323606, -0.0958047
3660, 6_2_12, -0.0740742, 0.142949, -0.0812652, -0.0294173, 0.030041, 0.0180077, 0.0586559, 0.0255679
3661, 6_2_13, 0.00572337, -0.101205, -0.111514, -0.0657327, -0.0293071, 0.129521, 0.0223562, -0.00262956
3662, 6_2_14, -0.0123515, -0.0117476, -0.0840481, -0.00876558, -0.0969813, -0.0825885, -0.051516, -0.0373134
3663, 6_2_15, 0.0434566, -0.0498099, 0.0274331, 0.112853, 0.00699762, -0.038336, -0.0225648, -0.115592
3664, 6_2_16, -0.0748435, -0.0371974, -0.00632938, 0.124792, 0.0131574, 0.0455138, -0.0288728, 0.0855476
3665, 6_2_17, -0.0212838, 0.0357845, -0.0138848, 0.00470096, -0.0255302, 0.0887472, 0.0214973, 0.0308155
3666, 6_2_18, 0.0250226, -0.0594899, -0.019807, 0.0765022, 0.0465397, 0.163874, 0.0354982, -0.0541679
3667, 6_2_19, 0.0168115, -0.090051, 0.0101823, 0.0684094, 0.0349024, 0.0302512, 0.0502612, -0.0223674
3668, 6_2_20, 0.0211402, -0.158112, 0.0196043, 0.0755381, -0.0212608, -0.00245947, -0.0635897, 0.0617247
3669, 6_2_21, -0.069177, 0.0204687, -0.0900298, -0.0217322, 0.0461672, 0.00625115, -0.112259, 0.118519
3670, 6_2_22, -0.0411711, 0.108799, -0.0299654, -0.00695047, 0.119313, 0.127095, 0.0692284, 0.0265039
3671, 6_2_23, -0.0336203, 0.0417922, -0.066903, -0.0402725, -0.000691475, 0.00869565, -0.0544461, -0.0379458
3672, 6_2_24, -0.0500374, 0.0108953, 0.0665595, 0.0622276, -0.0954591, -0.0847024, 0.0642236, 0.109571
3673, 6_2_25, 0.0102928, -0.0368685, 0.0568889, -0.012477, -0.00480417, 0.060845, -0.0763111, 0.0601064
3674, 6_2_26, 0.0399227, -0.0356695, -0.0113599, 0.0492288, 0.0483316, 0.0923713, -0.0259482, -0.114035
3675, 6_2_27, 0.0209022, 0.0363832, -0.0368713, -0.116606, 0.0379757, -0.00936114, -0.0690645, -0.0429151
3676, 6_2_28, 0.000438464, -0.0700678, -0.0621524, 0.0440981, -0.0328441, 0.00886452, -0.0097596, 0.0259545
3677, 6_2_29, -0.031484, 0.0184048, 0.0654089, 0.0596071, 0.0688184, 0.0493042, 0.0387822, 0.0175203
3678, 6_2_30, 0.0104183, -0.12974, -0.0661573, 0.0166292, 0.0605621, 0.0335871, 0.0297431, -0.16194
3679, 6_2_31, 0.058793, 0.0480433, 0.0375985, -0.131364, -0.0682356, 0.0476241, 0.0308154, -0.0459869
3680, 6_2_32, 0.0441319, -0.036789, 0.11152, 0.0694097, -0.0744743, 0.0100929, -0.0627889, -0.0387219
3681, 6_2_33, -0.00559717, 0.103011, 0.0218639, -0.0225758, 0.00198822, 0.053446, 0.055668, 0.0102416
3682, 6_2_34, 0.0338884, 0.10081, 0.0246141, -0.0206332, 0.0340231, -0.0115352, -0.0537142, -0.0729268
3683, 6_2_35, -0.0241213, -0.106659, -0.0189802, 0.120447, -0.0270938, 0.0899626, 0.0421088, 0.00912106
3684, 6_2_36, -0.0509476, 0.0170076, -0.0156915, -0.192435, 0.0829619, 0.0216208, -0.00500667, -0.0539974
3685, 6_2_37, -0.0307182, -0.0142491, 0.0345258, 0.0979078, -0.00332835, 0.034148, -0.0537968, -0.124974
3686, 6_2_38, -0.00651321, 0.136139, -0.0239206, 0.0769481, 0.0350608, 0.0839469, -0.0313309, -0.104163
3687, 6_2_39, -0.0605328, 0.0379154, -0.0570197, -0.0517539, 0.0411806, -0.0298134, -0.00774712, 0.0203667
3688, 6_2_40, -0.0742507, -0.0484345, 0.0131201, -0.0464126, -0.0441105, -0.00833582, -0.0735678, 0.0158754
3689, 6_2_41, 0.00746731, 0.0379044, 0.0587963, -0.0743613, -0.0587006, 0.111982, 0.000831827, 0.111658
3690, 6_2_42, -0.0203732, -0.17127, -0.096947, -0.058107, -0.032899, -0.153175, 0.0111265, 0.0871731
3691, 6_2_43, 0.0530801, 0.00701272, -0.016872, -0.115535, 0.0442184, 0.143256, -0.0334441, -0.0748557
3692, 6_2_44, 0.0718832, 0.114522, 0.0224013, -0.00336353, 0.0252314, -0.132692, -0.0313719, 0.0361839
3693, 6_2_45, 0.102453, 0.127473, -0.0910634, -0.0138858, 0.00550862, 0.00287479, -0.00188453, 0.0535751
3694, 6_2_46, -0.0570126, 0.0255299, 0.0516547, -0.0501141, 0.0173822, -0.0994525, -0.102142, 0.0467792
3695, 6_2_47, -0.0257936, 0.124599, 0.000197109, 0.0527064, -0.0702525, 0.108034, 0.0483311, -0.0208485
3696, 6_2_48, -0.0502106, -0.106541, 0.0403063, 0.0850179, -0.0235036, -0.00640978, -0.0573631, 0.00706627
3697, 6_2_49, 0.0149162, 0.0254112, -0.00282134, -0.0969758, -0.103369, 0.00981651, 0.0694974, 0.000282732
3698, 6_2_50, -0.0551431, 0.0410824, 0.0109294, -0.0200575, 0.0256025, 0.12011, -0.0726752, -0.0172617
3699, 6_2_51, -0.0697114, 0.0780099, -0.00783412, -0.0982965, 0.00100533, 0.0206851, 0.0147632, -0.0527206
3700, 6_2_52, -0.00246563, 0.164805, 0.0361797, -0.0119582, -0.0562157, 0.031764, 0.00234742, 0.0380334
3701, 6_2_53, -0.121117, -0.0804682, 0.030917, -0.0202296, -0.0157767, 0.00364016, 0.0493593, -0.0141892
3702, 6_2_54, 0.0301484, -0.122107, -0.024846, -0.0737674, 0.0346038, -0.00918698, 0.0174677, 0.0938909
3703, 6_2_55, -0.0220173, -0.0616976, -0.0514706, -0.0202179, 0.0436039, 0.0460075, 0.00312695, 0.0118916
3704, 6_2_56, 0.00845899, -0.110917, -0.0157355, -0.060158, 0.0645033, -0.0750647, -0.0103616, -0.0337967
3705, 6_2_57, -0.000612344, -0.0536237, -0.0567464, -0.0733412, 0.0577069, 0.0269146, -0.00330015, -0.0038519
3706, 6_2_58, -0.0659093, 0.00933507, 0.0115405, 0.0491594, 0.0764226, -0.092643, 0.105556, 0.040946
3707, 6_2_59, 0.000719567, 0.0313898, -0.0168088, -0.0822106, 0.0426659, -0.16187, 0.0859846, 0.0808671
3708, 6_2_60, 0.0434618, -0.111072, -0.0193333, -0.0259033, 0.0528149, -0.193243, -0.103, 0.0823153
3709, 6_2_61, -0.119743, 0.02919, 0.0547661, 0.00910447, -0.0372397, 0.0608217, -0.0290516, -0.0540511
3710, 6_2_62, -0.0402957, 0.186118, 0.0598297, 0.0176781, 0.0487466, -0.101896, 0.0772151, 0.0481066
3711, 6_2_63, 0.032563, -0.052938, -0.0256485, -0.0711253, -0.0204519, -0.0674233, -0.0166343, 0.00956125
3712, 6_2_64, 0.00836446, 0.0127323, 0.0500177, 0.047796, 0.0342243, 0.0295382, 0.0501968, -0.0430372
3713, 6_2_65, 0.013551, -0.08477, -0.00394119, 0.0326414, -0.00555598, -0.102703, -0.0283827, -0.0620211
3714, 6_2_66, -0.0468504, -0.00592415, 0.0508176, -0.0268542, -0.0444205, 0.019267, 0.0194186, -0.052595
3715, 6_2_67, 0.0243393, 0.0561774, -0.0459373, -0.169222, 0.0242035, -0.0582217, 0.0689484, 0.02067
3716, 6_2_68, -0.0550492, -0.139501, -0.0937305, 0.0083238, 0.119557, -0.0865053, 0.101015, 0.0774233
3717, 6_2_69, 0.118151, -0.0168944, 0.00726993, -0.044163, 0.109589, 0.0508506, 0.046137, 0.0896341
3718, 6_2_70, -0.0823677, 0.0368706, 0.0442006, -0.0304152, -0.00378034, 0.013198, 0.0586189, 0.10408
3719, 6_2_71, 0.00934747, -0.0642701, 0.0198363, 0.0932308, -0.0251045, -0.106323, 0.0213158, 0.0746849
3720, 6_2_72, -0.059783, -0.0255088, -0.0145991, -0.0387351, 0.00825529, -0.0474701, -0.0229107, -0.086336
3721, 6_2_73, -0.0456738, 0.0614364, -0.0238111, -0.0315683, -0.00123087, -0.0506546, -0.00642623, 0.0299634
3722, 6_2_74, -0.0125506, -0.0975609, 0.00543936, -0.0327562, -0.0324421, 0.0647381, 0.00665681, -0.0114114
3723, 6_2_75, -0.00503547, 0.0553074, -0.0067761, 0.0534698, -0.0209435, -0.0458944, -0.0314882, -0.00185374
3724, 6_2_76, -0.0433959, -0.0668052, 0.0985687, -0.0310643, 0.0801585, -0.00112525, -0.0136718, 0.0802496
3725, 6_2_77, -0.0157935, 0.0711949, -0.125581, 0.107667, -0.0102885, -0.0482301, 0.0089251, 0.108397
3726, 6_2_78, -0.0744582, 0.0257449, 0.0961025, -0.0750512, 0.00150659, -0.0402845, 0.0726661, 0.0836017
3727, 6_2_79, -0.0732212, 0.177449, -0.0181592, -0.0166869, 0.0617326, -0.0268058, -0.0150443, 0.0377444
3728, 6_2_80, -0.029109, -0.0241583, 0.0804123, 0.017947, -0.0578305, -0.0268225, -0.0292391, -0.00417671
3729, 6_2_81, -0.00919943, 0.071287, -0.00418035, 0.176179, -0.0478937, -0.0458153, 0.0516856, 0.0331943
3730, 6_2_82, 0.00978443, -0.0431229, -0.0479544, 0.128378, -0.0330891, 0.0665481, -0.0279381, 0.0632648
3731, 6_2_83, 0.000214547, 0.149343, 0.0441136, 0.160564, 0.0245087, -0.0478984, 0.0781629, -0.095576
3732, 6_2_84, -0.041852, 0.0961608, -0.0847919, -0.0135916, 0.0421064, 0.0184207, -0.0791063, -0.018836
3733, 6_2_85, 0.0608597, 0.0210546, 0.0256012, -0.0673122, 0.0227481, 0.0816298, -0.0347368, 0.00173949
3734, 6_2_86, 0.100414, -0.123256, 0.0293069, 0.0349048, -0.110726, 0.0013123, -0.0398718, -0.147006
3735, 6_2_87, 0.039221, 0.0754838, 0.00745836, -0.0646903, -0.0502566, 0.0484886, -0.0175864, 0.0363225
3736, 6_2_88, -0.0301962, -0.0825381, 0.0180703, -0.0486786, -0.028298, 0.028863, 0.120379, 0.0678395
3737, 6_2_89, 0.0594981, -0.0446767, -0.0169984, -0.0691569, 0.00254469, -0.0194439, -0.0633408, 0.0222195
3738, 6_2_90, -0.00763858, 0.0501684, 0.0505739, -0.0439571, -0.0335709, 0.0934879, 0.0351688, 0.0689001
3739, 6_2_91, -0.0689416, 0.0375472, -0.017733, 0.118692, 0.0238402, -0.00314326, -0.00660701, -0.00584832
3740, 6_2_92, -0.0878561, 0.0161551, -0.0350866, -0.103007, -0.0148704, 0.169986, 0.0151362, 0.00887418
3741, 6_2_93, 0.0021726, -0.0309663, -0.123754, 0.119335, -0.0968229, -0.113898, 0.0143295, -0.0371001
3742, 6_2_94, -0.019862, -0.0758272, -0.0130679, -0.0759099, 0.0868131, -0.147668, 0.0299939, 0.00338091
3743, 6_2_95, 0.0245769, -0.0196254, -0.0621857, -0.100182, 0.0255607, -0.11375, -0.0481404, 0.0844472
3744, 6_3_0, 0.0429407, -0.0844312, 0.0723825, 0.00802374, -0.0999242, 0.031547, -0.00168079, 0.0334884
3745, 6_3_1, -0.0412469, -0.0315136, -0.0168676, 0.096753, -0.0282353, 0.138897, 0.0491322, 0.111669
3746, 6_3_2, -0.0294724, -0.0337915, -0.0418492, -0.0625521, -0.0796814, 0.0103351, -0.0153885, -0.00902606
3747, 6_3_3, 0.0223526, -0.049858, 0.0315174, -0.0937126, -0.0449192, 0.106475, -0.0248985, 0.0604607
3748, 6_3_4, -0.016408, -0.0660431, 0.0459688, 0.0318515, -0.0606862, 0.0632954, 0.0588091, 0.0498578
3749, 6_3_5, 0.0433856, -0.129424, -0.0254067, -0.0164917, -0.043643, -0.081963, 0.0278118, 0.00456351
3750, 6_3_6, 0.0446233, -0.0360357, -0.0205826, -0.0362109, 0.0654997, -0.0776251, -0.0517891, 0.08336
3751, 6_3_7, 0.0270233, 0.0137432, -0.0514546, 0.0993361, -0.0591773, 0.0160416, 0.0151913, -0.136652
3752, 6_3_8, -0.000316596, -0.0159274, -0.00877412, -0.0979685, -0.126431, 0.0287287, 0.00150965, 0.0763707
3753, 6_3_9, 0.0209059, -0.0814503, 0.0932177, 0.182453, 0.00881387, 0.0456973, -0.0345108, -0.0409064
3754, 6_3_10, -0.0462172, 0.0475417, -0.0127919, -0.0950468, 0.0674569, 0.0114595, 0.0148044, -0.0951597
3755, 6_3_11, -0.0758225, -0.0863712, 0.00980649, 0.0489349, 0.065623, 0.0561125, 0.0163504, 0.0305104
3756, 6_3_12, -0.0317843, 0.012392, 0.0228048, 0.116983, 0.0239191, 0.065619, 0.0148949, 0.0439249
3757, 6_3_13, 0.0105102, 0.145828, -0.0804645, -0.100486, -0.0226487, -0.0489734, 0.0166551, 0.0132747
3758, 6_3_14, 0.0450189, -0.0452748, 0.0786541, -0.12199, 0.00687049, -0.053527, -0.0769705, 0.163512
3759, 6_3_15, 0.0484761, -0.0541526, -0.00417822, 0.0427824, 0.0287362, -0.070263, -0.0568704, 0.0200311
3760, 6_3_16, 0.0286604, -0.172657, 0.104972, 0.0257633, 0.0935615, -0.0536133, 0.00407066, 0.0788174
3761, 6_3_17, -0.0404702, 0.0555167, -0.0292113, 0.0265858, 0.0302203, -0.0445107, -0.00808859, 0.0169529
3762, 6_3_18, -0.0212421, 0.00832975, 0.0691243, 0.0294336, -0.0287575, -0.0100086, 0.0028272, 0.020597
3763, 6_3_19, -0.0361457, -0.0787767, 0.00390121, 0.110561, -0.036484, 0.0224299, 0.00682101, -0.012365
3764, 6_3_20, -0.0115433, -0.0575038, 0.100651, -0.0600021, 0.0469059, -0.0403746, 0.0315002, -0.0826145
3765, 6_3_21, 0.0223264, 0.1117, -0.0318728, 0.0900792, -0.00697562, 0.0168671, 0.0237245, 0.00576264
3766, 6_3_22, 0.0102991, 0.0164065, -0.00967037, -0.0519494, -0.0334418, -0.118604, -0.0148181, -0.128325
3767, 6_3_23, -0.00570215, -0.0890245, -0.0355482, 0.0450432, 0.00282837, -0.0171491, -0.0145024, 0.0684893
3768, 6_3_24, 0.0918458, -0.0775556, -0.083985, 0.0888427, 0.080062, -0.0533822, -0.0202607, -0.129806
3769, 6_3_25, 0.0780308, -0.0448261, -0.0355341, -0.0763949, 0.0587714, 0.0966354, 0.0282946, 0.118139
3770, 6_3_26, -0.00407947, 0.154989, -0.0250281, -0.104977, -0.0238526, 0.110276, 0.0309133, -0.115305
3771, 6_3_27, -0.00719695, -0.0048171, -0.0772068, 0.0807336, -0.00692435, 0.0674974, -0.0473082, -0.114008
3772, 6_3_28, -0.00161256, 0.122906, 0.0158794, 0.0897254, -0.000529525, -0.0896352, -0.00111823, 0.0326111
3773, 6_3_29, 0.0892157, -0.0127497, -0.0261143, -0.00654875, -0.0480193, 0.112568, 0.0240938, 0.000225286
