# Tracker With No Misalignments
#
#
#
 TABLE TrkAlignTracker
#row, strawid, dx, dy, dz, rx, ry, rz
8664, 15_0_24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8665, 15_0_25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8666, 15_0_26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8667, 15_0_27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8668, 15_0_28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8669, 15_0_29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8670, 15_0_30, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8671, 15_0_31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8672, 15_0_32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8673, 15_0_33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8674, 15_0_34, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8675, 15_0_35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8676, 15_0_36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8677, 15_0_37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8678, 15_0_38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8679, 15_0_39, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8680, 15_0_40, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8681, 15_0_41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8682, 15_0_42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8683, 15_0_43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8684, 15_0_44, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8685, 15_0_45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8686, 15_0_46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8687, 15_0_47, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8688, 15_0_48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8689, 15_0_49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8690, 15_0_50, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8691, 15_0_51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8692, 15_0_52, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8693, 15_0_53, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8694, 15_0_54, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8695, 15_0_55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8696, 15_0_56, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8697, 15_0_57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8698, 15_0_58, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8699, 15_0_59, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8700, 15_0_60, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8701, 15_0_61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8702, 15_0_62, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8703, 15_0_63, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8704, 15_0_64, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8705, 15_0_65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8706, 15_0_66, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8707, 15_0_67, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8708, 15_0_68, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8709, 15_0_69, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8710, 15_0_70, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8711, 15_0_71, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8712, 15_0_72, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8713, 15_0_73, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8714, 15_0_74, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8715, 15_0_75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8716, 15_0_76, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8717, 15_0_77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8718, 15_0_78, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8719, 15_0_79, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8720, 15_0_80, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8721, 15_0_81, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8722, 15_0_82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8723, 15_0_83, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8724, 15_0_84, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8725, 15_0_85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8726, 15_0_86, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8727, 15_0_87, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8728, 15_0_88, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8729, 15_0_89, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8730, 15_0_90, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8731, 15_0_91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8732, 15_0_92, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8733, 15_0_93, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8734, 15_0_94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8735, 15_0_95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8736, 15_1_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8737, 15_1_1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8738, 15_1_2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8739, 15_1_3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8740, 15_1_4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8741, 15_1_5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8742, 15_1_6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8743, 15_1_7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8744, 15_1_8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8745, 15_1_9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8746, 15_1_10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8747, 15_1_11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8748, 15_1_12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8749, 15_1_13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8750, 15_1_14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8751, 15_1_15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8752, 15_1_16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8753, 15_1_17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8754, 15_1_18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8755, 15_1_19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8756, 15_1_20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8757, 15_1_21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8758, 15_1_22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8759, 15_1_23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8760, 15_1_24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8761, 15_1_25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8762, 15_1_26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8763, 15_1_27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8764, 15_1_28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8765, 15_1_29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8766, 15_1_30, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8767, 15_1_31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8768, 15_1_32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8769, 15_1_33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8770, 15_1_34, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8771, 15_1_35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8772, 15_1_36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8773, 15_1_37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8774, 15_1_38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8775, 15_1_39, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8776, 15_1_40, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8777, 15_1_41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8778, 15_1_42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8779, 15_1_43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8780, 15_1_44, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8781, 15_1_45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8782, 15_1_46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8783, 15_1_47, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8784, 15_1_48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8785, 15_1_49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8786, 15_1_50, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8787, 15_1_51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8788, 15_1_52, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8789, 15_1_53, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8790, 15_1_54, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8791, 15_1_55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8792, 15_1_56, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8793, 15_1_57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8794, 15_1_58, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8795, 15_1_59, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8796, 15_1_60, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8797, 15_1_61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8798, 15_1_62, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8799, 15_1_63, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8800, 15_1_64, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8801, 15_1_65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8802, 15_1_66, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8803, 15_1_67, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8804, 15_1_68, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8805, 15_1_69, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8806, 15_1_70, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8807, 15_1_71, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8808, 15_1_72, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8809, 15_1_73, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8810, 15_1_74, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8811, 15_1_75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8812, 15_1_76, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8813, 15_1_77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8814, 15_1_78, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8815, 15_1_79, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8816, 15_1_80, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8817, 15_1_81, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8818, 15_1_82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8819, 15_1_83, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8820, 15_1_84, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8821, 15_1_85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8822, 15_1_86, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8823, 15_1_87, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8824, 15_1_88, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8825, 15_1_89, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8826, 15_1_90, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8827, 15_1_91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8828, 15_1_92, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8829, 15_1_93, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8830, 15_1_94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8831, 15_1_95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8832, 15_2_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8833, 15_2_1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8834, 15_2_2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8835, 15_2_3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8836, 15_2_4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8837, 15_2_5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8838, 15_2_6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8839, 15_2_7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8840, 15_2_8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8841, 15_2_9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8842, 15_2_10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8843, 15_2_11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8844, 15_2_12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8845, 15_2_13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8846, 15_2_14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8847, 15_2_15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8848, 15_2_16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8849, 15_2_17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8850, 15_2_18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8851, 15_2_19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8852, 15_2_20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8853, 15_2_21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8854, 15_2_22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8855, 15_2_23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8856, 15_2_24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8857, 15_2_25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8858, 15_2_26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8859, 15_2_27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8860, 15_2_28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8861, 15_2_29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8862, 15_2_30, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8863, 15_2_31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8864, 15_2_32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8865, 15_2_33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8866, 15_2_34, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8867, 15_2_35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8868, 15_2_36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8869, 15_2_37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8870, 15_2_38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8871, 15_2_39, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8872, 15_2_40, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8873, 15_2_41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8874, 15_2_42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8875, 15_2_43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8876, 15_2_44, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8877, 15_2_45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8878, 15_2_46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8879, 15_2_47, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8880, 15_2_48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8881, 15_2_49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8882, 15_2_50, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8883, 15_2_51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8884, 15_2_52, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8885, 15_2_53, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8886, 15_2_54, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8887, 15_2_55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8888, 15_2_56, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8889, 15_2_57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8890, 15_2_58, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8891, 15_2_59, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8892, 15_2_60, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8893, 15_2_61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8894, 15_2_62, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8895, 15_2_63, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8896, 15_2_64, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8897, 15_2_65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8898, 15_2_66, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8899, 15_2_67, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8900, 15_2_68, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8901, 15_2_69, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8902, 15_2_70, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8903, 15_2_71, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8904, 15_2_72, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8905, 15_2_73, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8906, 15_2_74, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8907, 15_2_75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8908, 15_2_76, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8909, 15_2_77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8910, 15_2_78, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8911, 15_2_79, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8912, 15_2_80, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8913, 15_2_81, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8914, 15_2_82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8915, 15_2_83, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8916, 15_2_84, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8917, 15_2_85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8918, 15_2_86, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8919, 15_2_87, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8920, 15_2_88, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8921, 15_2_89, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8922, 15_2_90, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8923, 15_2_91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8924, 15_2_92, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8925, 15_2_93, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8926, 15_2_94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8927, 15_2_95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8928, 15_3_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8929, 15_3_1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8930, 15_3_2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8931, 15_3_3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8932, 15_3_4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8933, 15_3_5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8934, 15_3_6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8935, 15_3_7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8936, 15_3_8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8937, 15_3_9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8938, 15_3_10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8939, 15_3_11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8940, 15_3_12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8941, 15_3_13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
